student_id;subject;result
242;math;53
242;english;73
242;science;87
242;biology;60
242;geography;83
242;history;88
242;lo;62
242;it;75
242;pe;41
243;math;97
243;english;91
243;science;97
243;biology;42
243;geography;77
243;history;54
243;lo;43
243;it;90
243;pe;49
244;math;64
244;english;75
244;science;93
244;biology;88
244;geography;60
244;history;49
244;lo;73
244;it;58
244;pe;56
245;math;73
245;english;45
245;science;80
245;biology;88
245;geography;42
245;history;93
245;lo;93
245;it;41
245;pe;74
246;math;65
246;english;96
246;science;51
246;biology;76
246;geography;46
246;history;88
246;lo;57
246;it;99
246;pe;45
247;math;56
247;english;70
247;science;79
247;biology;95
247;geography;42
247;history;63
247;lo;90
247;it;77
247;pe;60
248;math;98
248;english;80
248;science;89
248;biology;93
248;geography;56
248;history;54
248;lo;52
248;it;70
248;pe;87
249;math;59
249;english;83
249;science;72
249;biology;96
249;geography;88
249;history;47
249;lo;87
249;it;64
249;pe;72
250;math;48
250;english;82
250;science;49
250;biology;84
250;geography;62
250;history;50
250;lo;77
250;it;88
250;pe;84
251;math;90
251;english;70
251;science;65
251;biology;41
251;geography;73
251;history;90
251;lo;71
251;it;53
251;pe;69
252;math;76
252;english;98
252;science;96
252;biology;44
252;geography;54
252;history;46
252;lo;64
252;it;76
252;pe;49
253;math;61
253;english;64
253;science;76
253;biology;44
253;geography;45
253;history;96
253;lo;57
253;it;74
253;pe;80
254;math;58
254;english;80
254;science;93
254;biology;85
254;geography;99
254;history;95
254;lo;66
254;it;95
254;pe;85
255;math;83
255;english;93
255;science;68
255;biology;47
255;geography;94
255;history;96
255;lo;62
255;it;100
255;pe;70
256;math;44
256;english;40
256;science;48
256;biology;66
256;geography;76
256;history;43
256;lo;59
256;it;95
256;pe;70
257;math;44
257;english;60
257;science;49
257;biology;58
257;geography;80
257;history;95
257;lo;92
257;it;98
257;pe;60
258;math;62
258;english;50
258;science;50
258;biology;45
258;geography;67
258;history;79
258;lo;82
258;it;80
258;pe;57
259;math;74
259;english;93
259;science;83
259;biology;79
259;geography;81
259;history;76
259;lo;41
259;it;94
259;pe;63
260;math;79
260;english;54
260;science;78
260;biology;71
260;geography;78
260;history;98
260;lo;71
260;it;64
260;pe;93
261;math;51
261;english;88
261;science;84
261;biology;58
261;geography;58
261;history;76
261;lo;77
261;it;66
261;pe;80
262;math;81
262;english;55
262;science;59
262;biology;86
262;geography;92
262;history;57
262;lo;57
262;it;67
262;pe;95
263;math;59
263;english;79
263;science;44
263;biology;99
263;geography;40
263;history;49
263;lo;45
263;it;81
263;pe;45
264;math;97
264;english;51
264;science;72
264;biology;51
264;geography;81
264;history;73
264;lo;51
264;it;80
264;pe;50
265;math;49
265;english;85
265;science;46
265;biology;40
265;geography;94
265;history;86
265;lo;84
265;it;89
265;pe;91
266;math;67
266;english;45
266;science;55
266;biology;58
266;geography;75
266;history;54
266;lo;61
266;it;86
266;pe;56
267;math;40
267;english;55
267;science;55
267;biology;65
267;geography;85
267;history;92
267;lo;69
267;it;98
267;pe;89
268;math;42
268;english;97
268;science;52
268;biology;57
268;geography;77
268;history;77
268;lo;100
268;it;75
268;pe;78
269;math;53
269;english;76
269;science;93
269;biology;90
269;geography;47
269;history;47
269;lo;96
269;it;74
269;pe;59
270;math;46
270;english;84
270;science;88
270;biology;64
270;geography;49
270;history;56
270;lo;88
270;it;68
270;pe;82
271;math;58
271;english;42
271;science;83
271;biology;58
271;geography;46
271;history;46
271;lo;82
271;it;73
271;pe;90
272;math;64
272;english;95
272;science;91
272;biology;79
272;geography;45
272;history;51
272;lo;57
272;it;78
272;pe;77
273;math;54
273;english;51
273;science;46
273;biology;99
273;geography;90
273;history;92
273;lo;47
273;it;81
273;pe;59
274;math;48
274;english;76
274;science;81
274;biology;49
274;geography;88
274;history;73
274;lo;85
274;it;52
274;pe;46
275;math;99
275;english;65
275;science;86
275;biology;74
275;geography;87
275;history;71
275;lo;79
275;it;46
275;pe;60
276;math;72
276;english;50
276;science;89
276;biology;89
276;geography;63
276;history;88
276;lo;43
276;it;67
276;pe;97
277;math;51
277;english;68
277;science;89
277;biology;61
277;geography;65
277;history;67
277;lo;87
277;it;73
277;pe;63
278;math;66
278;english;95
278;science;51
278;biology;55
278;geography;99
278;history;54
278;lo;50
278;it;65
278;pe;94
279;math;83
279;english;55
279;science;87
279;biology;41
279;geography;44
279;history;64
279;lo;78
279;it;51
279;pe;77
280;math;95
280;english;54
280;science;75
280;biology;54
280;geography;71
280;history;43
280;lo;77
280;it;50
280;pe;53
281;math;51
281;english;68
281;science;75
281;biology;44
281;geography;48
281;history;63
281;lo;57
281;it;98
281;pe;54
282;math;90
282;english;42
282;science;61
282;biology;53
282;geography;44
282;history;84
282;lo;55
282;it;88
282;pe;61
283;math;47
283;english;42
283;science;45
283;biology;45
283;geography;96
283;history;40
283;lo;93
283;it;71
283;pe;79
284;math;87
284;english;50
284;science;44
284;biology;69
284;geography;93
284;history;72
284;lo;84
284;it;62
284;pe;74
285;math;51
285;english;65
285;science;56
285;biology;53
285;geography;69
285;history;91
285;lo;78
285;it;44
285;pe;58
286;math;60
286;english;78
286;science;91
286;biology;100
286;geography;99
286;history;54
286;lo;83
286;it;89
286;pe;88
287;math;79
287;english;64
287;science;49
287;biology;58
287;geography;45
287;history;80
287;lo;90
287;it;68
287;pe;96
288;math;65
288;english;50
288;science;73
288;biology;92
288;geography;44
288;history;50
288;lo;87
288;it;82
288;pe;75
289;math;56
289;english;61
289;science;47
289;biology;40
289;geography;63
289;history;64
289;lo;98
289;it;83
289;pe;93
290;math;67
290;english;55
290;science;60
290;biology;82
290;geography;68
290;history;99
290;lo;64
290;it;81
290;pe;91
291;math;75
291;english;67
291;science;76
291;biology;44
291;geography;46
291;history;98
291;lo;76
291;it;86
291;pe;66
292;math;99
292;english;69
292;science;95
292;biology;80
292;geography;46
292;history;93
292;lo;75
292;it;52
292;pe;53
293;math;79
293;english;46
293;science;80
293;biology;50
293;geography;64
293;history;83
293;lo;43
293;it;63
293;pe;40
294;math;72
294;english;58
294;science;86
294;biology;63
294;geography;94
294;history;70
294;lo;55
294;it;90
294;pe;90
295;math;75
295;english;71
295;science;78
295;biology;83
295;geography;56
295;history;50
295;lo;41
295;it;43
295;pe;84
296;math;49
296;english;63
296;science;47
296;biology;87
296;geography;82
296;history;70
296;lo;84
296;it;46
296;pe;73
297;math;54
297;english;42
297;science;53
297;biology;57
297;geography;90
297;history;64
297;lo;61
297;it;93
297;pe;42
298;math;91
298;english;64
298;science;70
298;biology;60
298;geography;74
298;history;42
298;lo;42
298;it;44
298;pe;61
299;math;70
299;english;61
299;science;55
299;biology;65
299;geography;84
299;history;75
299;lo;77
299;it;48
299;pe;80
300;math;55
300;english;80
300;science;52
300;biology;51
300;geography;42
300;history;48
300;lo;72
300;it;66
300;pe;100
301;math;58
301;english;77
301;science;92
301;biology;77
301;geography;77
301;history;53
301;lo;63
301;it;73
301;pe;61
302;math;67
302;english;50
302;science;79
302;biology;55
302;geography;84
302;history;65
302;lo;42
302;it;41
302;pe;55
303;math;95
303;english;92
303;science;60
303;biology;92
303;geography;47
303;history;46
303;lo;92
303;it;97
303;pe;87
304;math;71
304;english;85
304;science;77
304;biology;57
304;geography;78
304;history;66
304;lo;87
304;it;41
304;pe;55
305;math;74
305;english;76
305;science;83
305;biology;79
305;geography;60
305;history;62
305;lo;91
305;it;47
305;pe;40
306;math;100
306;english;86
306;science;51
306;biology;71
306;geography;51
306;history;95
306;lo;84
306;it;77
306;pe;99
307;math;87
307;english;54
307;science;77
307;biology;49
307;geography;92
307;history;40
307;lo;83
307;it;55
307;pe;72
308;math;79
308;english;43
308;science;83
308;biology;64
308;geography;47
308;history;71
308;lo;98
308;it;72
308;pe;41
309;math;98
309;english;43
309;science;89
309;biology;68
309;geography;60
309;history;99
309;lo;91
309;it;62
309;pe;57
310;math;51
310;english;47
310;science;77
310;biology;67
310;geography;64
310;history;77
310;lo;92
310;it;82
310;pe;43
311;math;43
311;english;78
311;science;54
311;biology;66
311;geography;68
311;history;92
311;lo;74
311;it;56
311;pe;54
312;math;87
312;english;40
312;science;81
312;biology;50
312;geography;55
312;history;95
312;lo;64
312;it;75
312;pe;89
313;math;64
313;english;59
313;science;68
313;biology;69
313;geography;91
313;history;66
313;lo;72
313;it;90
313;pe;93
314;math;52
314;english;99
314;science;51
314;biology;75
314;geography;56
314;history;72
314;lo;85
314;it;86
314;pe;88
315;math;96
315;english;85
315;science;83
315;biology;89
315;geography;67
315;history;47
315;lo;94
315;it;51
315;pe;61
316;math;45
316;english;41
316;science;57
316;biology;70
316;geography;85
316;history;66
316;lo;57
316;it;63
316;pe;95
317;math;84
317;english;44
317;science;64
317;biology;80
317;geography;59
317;history;79
317;lo;95
317;it;53
317;pe;47
318;math;72
318;english;58
318;science;70
318;biology;51
318;geography;65
318;history;97
318;lo;93
318;it;83
318;pe;61
319;math;44
319;english;62
319;science;78
319;biology;78
319;geography;57
319;history;69
319;lo;57
319;it;57
319;pe;97
320;math;95
320;english;64
320;science;47
320;biology;75
320;geography;76
320;history;48
320;lo;69
320;it;47
320;pe;97
321;math;44
321;english;68
321;science;80
321;biology;58
321;geography;72
321;history;56
321;lo;73
321;it;87
321;pe;79
322;math;66
322;english;66
322;science;45
322;biology;43
322;geography;64
322;history;57
322;lo;83
322;it;52
322;pe;93
323;math;92
323;english;67
323;science;59
323;biology;74
323;geography;96
323;history;81
323;lo;61
323;it;92
323;pe;81
324;math;99
324;english;79
324;science;72
324;biology;71
324;geography;99
324;history;100
324;lo;57
324;it;52
324;pe;69
325;math;94
325;english;74
325;science;97
325;biology;73
325;geography;68
325;history;46
325;lo;85
325;it;55
325;pe;68
326;math;44
326;english;76
326;science;57
326;biology;73
326;geography;96
326;history;84
326;lo;46
326;it;87
326;pe;80
327;math;46
327;english;68
327;science;83
327;biology;88
327;geography;48
327;history;100
327;lo;55
327;it;81
327;pe;88
328;math;91
328;english;48
328;science;53
328;biology;40
328;geography;66
328;history;73
328;lo;74
328;it;92
328;pe;74
329;math;83
329;english;53
329;science;66
329;biology;49
329;geography;89
329;history;99
329;lo;80
329;it;48
329;pe;92
330;math;99
330;english;54
330;science;79
330;biology;61
330;geography;67
330;history;72
330;lo;41
330;it;54
330;pe;44
331;math;94
331;english;49
331;science;88
331;biology;90
331;geography;47
331;history;68
331;lo;44
331;it;65
331;pe;60
332;math;92
332;english;61
332;science;42
332;biology;60
332;geography;62
332;history;57
332;lo;45
332;it;43
332;pe;89
333;math;53
333;english;46
333;science;62
333;biology;92
333;geography;100
333;history;44
333;lo;85
333;it;100
333;pe;58
334;math;90
334;english;83
334;science;52
334;biology;100
334;geography;92
334;history;75
334;lo;73
334;it;61
334;pe;49
335;math;89
335;english;80
335;science;59
335;biology;87
335;geography;48
335;history;46
335;lo;99
335;it;96
335;pe;40
336;math;65
336;english;82
336;science;92
336;biology;50
336;geography;71
336;history;60
336;lo;58
336;it;88
336;pe;58
337;math;93
337;english;44
337;science;99
337;biology;81
337;geography;90
337;history;56
337;lo;60
337;it;91
337;pe;40
338;math;98
338;english;75
338;science;49
338;biology;75
338;geography;44
338;history;89
338;lo;64
338;it;75
338;pe;100
339;math;72
339;english;50
339;science;62
339;biology;66
339;geography;87
339;history;57
339;lo;73
339;it;44
339;pe;55
340;math;98
340;english;49
340;science;78
340;biology;84
340;geography;47
340;history;64
340;lo;50
340;it;84
340;pe;83
341;math;70
341;english;64
341;science;91
341;biology;89
341;geography;84
341;history;80
341;lo;80
341;it;46
341;pe;64
342;math;85
342;english;87
342;science;68
342;biology;46
342;geography;47
342;history;70
342;lo;51
342;it;52
342;pe;51
343;math;77
343;english;94
343;science;53
343;biology;57
343;geography;86
343;history;48
343;lo;81
343;it;46
343;pe;49
344;math;58
344;english;100
344;science;49
344;biology;75
344;geography;85
344;history;91
344;lo;77
344;it;73
344;pe;50
345;math;90
345;english;63
345;science;80
345;biology;51
345;geography;74
345;history;50
345;lo;89
345;it;65
345;pe;81
346;math;96
346;english;99
346;science;59
346;biology;51
346;geography;91
346;history;99
346;lo;69
346;it;49
346;pe;70
347;math;74
347;english;71
347;science;89
347;biology;46
347;geography;43
347;history;77
347;lo;76
347;it;62
347;pe;91
348;math;84
348;english;43
348;science;68
348;biology;56
348;geography;70
348;history;94
348;lo;47
348;it;100
348;pe;94
349;math;65
349;english;92
349;science;50
349;biology;92
349;geography;62
349;history;76
349;lo;95
349;it;41
349;pe;61
350;math;40
350;english;44
350;science;100
350;biology;71
350;geography;66
350;history;85
350;lo;59
350;it;62
350;pe;40
351;math;55
351;english;64
351;science;66
351;biology;97
351;geography;83
351;history;72
351;lo;80
351;it;48
351;pe;56
352;math;91
352;english;63
352;science;61
352;biology;50
352;geography;68
352;history;78
352;lo;73
352;it;79
352;pe;61
353;math;49
353;english;54
353;science;88
353;biology;62
353;geography;86
353;history;44
353;lo;46
353;it;66
353;pe;44
354;math;96
354;english;72
354;science;44
354;biology;63
354;geography;41
354;history;81
354;lo;49
354;it;80
354;pe;93
355;math;55
355;english;88
355;science;59
355;biology;62
355;geography;69
355;history;89
355;lo;77
355;it;92
355;pe;75
356;math;65
356;english;91
356;science;44
356;biology;74
356;geography;77
356;history;67
356;lo;64
356;it;94
356;pe;97
357;math;74
357;english;41
357;science;99
357;biology;88
357;geography;77
357;history;75
357;lo;45
357;it;46
357;pe;65
358;math;40
358;english;70
358;science;61
358;biology;70
358;geography;81
358;history;48
358;lo;84
358;it;69
358;pe;71
359;math;77
359;english;46
359;science;89
359;biology;97
359;geography;97
359;history;56
359;lo;98
359;it;52
359;pe;94
360;math;59
360;english;56
360;science;88
360;biology;72
360;geography;83
360;history;54
360;lo;55
360;it;47
360;pe;90
361;math;84
361;english;58
361;science;58
361;biology;88
361;geography;50
361;history;60
361;lo;72
361;it;72
361;pe;62
362;math;48
362;english;79
362;science;78
362;biology;97
362;geography;66
362;history;57
362;lo;96
362;it;59
362;pe;45
363;math;69
363;english;86
363;science;75
363;biology;55
363;geography;91
363;history;40
363;lo;75
363;it;44
363;pe;66
364;math;90
364;english;78
364;science;62
364;biology;51
364;geography;49
364;history;77
364;lo;40
364;it;64
364;pe;82
365;math;64
365;english;56
365;science;51
365;biology;81
365;geography;76
365;history;46
365;lo;40
365;it;74
365;pe;98
366;math;70
366;english;72
366;science;88
366;biology;71
366;geography;49
366;history;63
366;lo;100
366;it;48
366;pe;49
367;math;61
367;english;61
367;science;87
367;biology;53
367;geography;51
367;history;49
367;lo;85
367;it;90
367;pe;50
368;math;45
368;english;98
368;science;59
368;biology;52
368;geography;49
368;history;60
368;lo;51
368;it;82
368;pe;84
369;math;65
369;english;99
369;science;67
369;biology;89
369;geography;51
369;history;55
369;lo;40
369;it;85
369;pe;58
370;math;62
370;english;50
370;science;71
370;biology;92
370;geography;90
370;history;84
370;lo;74
370;it;48
370;pe;44
371;math;92
371;english;44
371;science;84
371;biology;42
371;geography;68
371;history;71
371;lo;60
371;it;67
371;pe;96
372;math;46
372;english;47
372;science;100
372;biology;52
372;geography;66
372;history;58
372;lo;49
372;it;65
372;pe;54
373;math;50
373;english;60
373;science;90
373;biology;61
373;geography;40
373;history;100
373;lo;57
373;it;76
373;pe;81
374;math;90
374;english;98
374;science;99
374;biology;60
374;geography;83
374;history;44
374;lo;77
374;it;88
374;pe;64
375;math;74
375;english;73
375;science;82
375;biology;91
375;geography;70
375;history;100
375;lo;41
375;it;59
375;pe;97
376;math;57
376;english;69
376;science;58
376;biology;78
376;geography;66
376;history;91
376;lo;87
376;it;70
376;pe;69
377;math;78
377;english;40
377;science;78
377;biology;97
377;geography;99
377;history;83
377;lo;55
377;it;57
377;pe;48
378;math;40
378;english;89
378;science;56
378;biology;45
378;geography;89
378;history;74
378;lo;46
378;it;60
378;pe;40
379;math;52
379;english;76
379;science;44
379;biology;98
379;geography;95
379;history;75
379;lo;87
379;it;44
379;pe;73
380;math;74
380;english;69
380;science;66
380;biology;69
380;geography;71
380;history;53
380;lo;47
380;it;96
380;pe;41
381;math;72
381;english;45
381;science;53
381;biology;49
381;geography;55
381;history;50
381;lo;90
381;it;79
381;pe;93
382;math;100
382;english;79
382;science;77
382;biology;74
382;geography;97
382;history;89
382;lo;57
382;it;70
382;pe;64
383;math;74
383;english;51
383;science;89
383;biology;55
383;geography;75
383;history;42
383;lo;88
383;it;67
383;pe;47
384;math;54
384;english;78
384;science;58
384;biology;64
384;geography;89
384;history;52
384;lo;44
384;it;53
384;pe;93
385;math;99
385;english;57
385;science;56
385;biology;50
385;geography;80
385;history;56
385;lo;66
385;it;44
385;pe;80
386;math;52
386;english;40
386;science;86
386;biology;73
386;geography;85
386;history;44
386;lo;56
386;it;80
386;pe;77
387;math;94
387;english;83
387;science;67
387;biology;42
387;geography;93
387;history;96
387;lo;44
387;it;57
387;pe;98
388;math;47
388;english;88
388;science;84
388;biology;49
388;geography;86
388;history;62
388;lo;88
388;it;100
388;pe;45
389;math;82
389;english;93
389;science;96
389;biology;70
389;geography;85
389;history;92
389;lo;93
389;it;65
389;pe;89
390;math;43
390;english;91
390;science;78
390;biology;93
390;geography;98
390;history;59
390;lo;81
390;it;80
390;pe;60
391;math;61
391;english;64
391;science;90
391;biology;66
391;geography;85
391;history;54
391;lo;40
391;it;100
391;pe;57
392;math;42
392;english;53
392;science;94
392;biology;96
392;geography;75
392;history;92
392;lo;70
392;it;57
392;pe;87
393;math;40
393;english;47
393;science;69
393;biology;49
393;geography;99
393;history;55
393;lo;97
393;it;44
393;pe;82
394;math;42
394;english;46
394;science;96
394;biology;70
394;geography;60
394;history;41
394;lo;60
394;it;71
394;pe;88
395;math;76
395;english;44
395;science;59
395;biology;81
395;geography;89
395;history;40
395;lo;84
395;it;56
395;pe;55
396;math;73
396;english;86
396;science;66
396;biology;41
396;geography;70
396;history;80
396;lo;72
396;it;77
396;pe;76
397;math;99
397;english;67
397;science;89
397;biology;41
397;geography;41
397;history;45
397;lo;66
397;it;56
397;pe;80
398;math;89
398;english;84
398;science;43
398;biology;70
398;geography;48
398;history;92
398;lo;41
398;it;84
398;pe;73
399;math;87
399;english;96
399;science;76
399;biology;100
399;geography;92
399;history;58
399;lo;64
399;it;48
399;pe;41
400;math;77
400;english;61
400;science;56
400;biology;72
400;geography;40
400;history;51
400;lo;57
400;it;64
400;pe;74
401;math;43
401;english;85
401;science;61
401;biology;56
401;geography;67
401;history;55
401;lo;86
401;it;73
401;pe;56
402;math;58
402;english;88
402;science;72
402;biology;83
402;geography;73
402;history;99
402;lo;82
402;it;99
402;pe;96
403;math;53
403;english;96
403;science;42
403;biology;85
403;geography;73
403;history;77
403;lo;75
403;it;93
403;pe;86
404;math;49
404;english;44
404;science;80
404;biology;50
404;geography;74
404;history;51
404;lo;87
404;it;79
404;pe;53
405;math;57
405;english;53
405;science;82
405;biology;56
405;geography;98
405;history;91
405;lo;73
405;it;91
405;pe;50
406;math;100
406;english;51
406;science;77
406;biology;84
406;geography;46
406;history;87
406;lo;63
406;it;98
406;pe;68
407;math;74
407;english;89
407;science;99
407;biology;46
407;geography;71
407;history;58
407;lo;91
407;it;43
407;pe;97
408;math;60
408;english;91
408;science;54
408;biology;50
408;geography;87
408;history;99
408;lo;64
408;it;81
408;pe;88
409;math;44
409;english;41
409;science;87
409;biology;47
409;geography;47
409;history;81
409;lo;48
409;it;75
409;pe;83
410;math;64
410;english;58
410;science;48
410;biology;97
410;geography;46
410;history;57
410;lo;54
410;it;81
410;pe;42
411;math;65
411;english;97
411;science;91
411;biology;87
411;geography;62
411;history;64
411;lo;55
411;it;68
411;pe;62
412;math;93
412;english;80
412;science;95
412;biology;69
412;geography;83
412;history;93
412;lo;69
412;it;78
412;pe;62
413;math;78
413;english;41
413;science;41
413;biology;77
413;geography;92
413;history;52
413;lo;68
413;it;83
413;pe;42
414;math;51
414;english;93
414;science;57
414;biology;68
414;geography;99
414;history;42
414;lo;86
414;it;80
414;pe;53
415;math;58
415;english;75
415;science;69
415;biology;60
415;geography;73
415;history;70
415;lo;72
415;it;88
415;pe;81
416;math;91
416;english;60
416;science;87
416;biology;89
416;geography;45
416;history;64
416;lo;85
416;it;40
416;pe;71
417;math;77
417;english;87
417;science;63
417;biology;62
417;geography;100
417;history;42
417;lo;82
417;it;85
417;pe;52
418;math;78
418;english;93
418;science;72
418;biology;71
418;geography;90
418;history;60
418;lo;100
418;it;89
418;pe;49
419;math;83
419;english;53
419;science;86
419;biology;68
419;geography;85
419;history;95
419;lo;89
419;it;85
419;pe;72
420;math;71
420;english;74
420;science;85
420;biology;97
420;geography;71
420;history;99
420;lo;73
420;it;47
420;pe;42
421;math;58
421;english;66
421;science;71
421;biology;66
421;geography;93
421;history;62
421;lo;93
421;it;95
421;pe;63
422;math;85
422;english;79
422;science;42
422;biology;79
422;geography;73
422;history;91
422;lo;52
422;it;87
422;pe;82
423;math;64
423;english;67
423;science;97
423;biology;43
423;geography;74
423;history;95
423;lo;79
423;it;59
423;pe;87
424;math;99
424;english;58
424;science;57
424;biology;86
424;geography;41
424;history;69
424;lo;44
424;it;44
424;pe;50
425;math;57
425;english;55
425;science;87
425;biology;75
425;geography;92
425;history;43
425;lo;46
425;it;49
425;pe;76
426;math;92
426;english;55
426;science;46
426;biology;75
426;geography;68
426;history;91
426;lo;82
426;it;65
426;pe;79
427;math;79
427;english;83
427;science;95
427;biology;40
427;geography;71
427;history;41
427;lo;78
427;it;49
427;pe;90
428;math;50
428;english;61
428;science;79
428;biology;44
428;geography;68
428;history;90
428;lo;72
428;it;40
428;pe;58
429;math;95
429;english;79
429;science;72
429;biology;93
429;geography;41
429;history;70
429;lo;98
429;it;95
429;pe;58
430;math;45
430;english;45
430;science;60
430;biology;75
430;geography;48
430;history;73
430;lo;86
430;it;63
430;pe;72
431;math;43
431;english;91
431;science;59
431;biology;52
431;geography;66
431;history;86
431;lo;73
431;it;59
431;pe;72
432;math;79
432;english;88
432;science;91
432;biology;60
432;geography;40
432;history;40
432;lo;50
432;it;64
432;pe;51
433;math;64
433;english;81
433;science;66
433;biology;76
433;geography;99
433;history;41
433;lo;69
433;it;66
433;pe;97
434;math;68
434;english;78
434;science;50
434;biology;55
434;geography;43
434;history;89
434;lo;57
434;it;83
434;pe;79
435;math;53
435;english;49
435;science;95
435;biology;44
435;geography;86
435;history;54
435;lo;82
435;it;89
435;pe;74
436;math;62
436;english;52
436;science;64
436;biology;72
436;geography;62
436;history;93
436;lo;45
436;it;48
436;pe;42
437;math;71
437;english;73
437;science;60
437;biology;81
437;geography;53
437;history;93
437;lo;52
437;it;63
437;pe;62
438;math;52
438;english;88
438;science;45
438;biology;49
438;geography;54
438;history;50
438;lo;43
438;it;98
438;pe;76
439;math;50
439;english;81
439;science;72
439;biology;44
439;geography;50
439;history;85
439;lo;63
439;it;71
439;pe;90
440;math;67
440;english;60
440;science;54
440;biology;87
440;geography;89
440;history;95
440;lo;44
440;it;72
440;pe;49
441;math;44
441;english;78
441;science;59
441;biology;74
441;geography;82
441;history;100
441;lo;76
441;it;51
441;pe;89
442;math;74
442;english;98
442;science;74
442;biology;87
442;geography;89
442;history;82
442;lo;73
442;it;46
442;pe;100
443;math;61
443;english;51
443;science;61
443;biology;78
443;geography;49
443;history;59
443;lo;76
443;it;51
443;pe;99
444;math;46
444;english;86
444;science;50
444;biology;98
444;geography;49
444;history;72
444;lo;78
444;it;87
444;pe;84
445;math;70
445;english;41
445;science;81
445;biology;46
445;geography;97
445;history;58
445;lo;67
445;it;56
445;pe;55
446;math;98
446;english;99
446;science;65
446;biology;93
446;geography;49
446;history;86
446;lo;50
446;it;71
446;pe;61
447;math;42
447;english;73
447;science;67
447;biology;55
447;geography;100
447;history;90
447;lo;52
447;it;40
447;pe;58
448;math;81
448;english;75
448;science;90
448;biology;54
448;geography;90
448;history;77
448;lo;42
448;it;87
448;pe;81
449;math;73
449;english;46
449;science;62
449;biology;79
449;geography;70
449;history;68
449;lo;93
449;it;52
449;pe;51
450;math;66
450;english;62
450;science;76
450;biology;92
450;geography;54
450;history;62
450;lo;67
450;it;76
450;pe;84
451;math;60
451;english;76
451;science;94
451;biology;60
451;geography;80
451;history;53
451;lo;98
451;it;64
451;pe;61
452;math;96
452;english;41
452;science;42
452;biology;81
452;geography;55
452;history;47
452;lo;59
452;it;45
452;pe;81
453;math;73
453;english;49
453;science;95
453;biology;85
453;geography;56
453;history;64
453;lo;67
453;it;90
453;pe;80
454;math;92
454;english;78
454;science;50
454;biology;92
454;geography;76
454;history;52
454;lo;63
454;it;72
454;pe;84
455;math;64
455;english;52
455;science;72
455;biology;74
455;geography;76
455;history;76
455;lo;58
455;it;88
455;pe;53
456;math;91
456;english;61
456;science;99
456;biology;77
456;geography;85
456;history;96
456;lo;58
456;it;53
456;pe;99
457;math;91
457;english;72
457;science;86
457;biology;65
457;geography;69
457;history;64
457;lo;57
457;it;86
457;pe;67
458;math;69
458;english;97
458;science;42
458;biology;52
458;geography;46
458;history;61
458;lo;53
458;it;86
458;pe;45
459;math;55
459;english;52
459;science;87
459;biology;52
459;geography;46
459;history;62
459;lo;60
459;it;85
459;pe;57
460;math;73
460;english;85
460;science;75
460;biology;47
460;geography;75
460;history;70
460;lo;49
460;it;48
460;pe;69
461;math;78
461;english;60
461;science;56
461;biology;91
461;geography;76
461;history;43
461;lo;63
461;it;86
461;pe;94
462;math;40
462;english;44
462;science;62
462;biology;74
462;geography;51
462;history;57
462;lo;95
462;it;70
462;pe;59
463;math;88
463;english;63
463;science;76
463;biology;54
463;geography;65
463;history;94
463;lo;42
463;it;83
463;pe;48
464;math;66
464;english;49
464;science;97
464;biology;92
464;geography;65
464;history;51
464;lo;57
464;it;90
464;pe;57
465;math;45
465;english;55
465;science;72
465;biology;99
465;geography;41
465;history;63
465;lo;57
465;it;70
465;pe;50
466;math;50
466;english;43
466;science;92
466;biology;93
466;geography;83
466;history;69
466;lo;41
466;it;79
466;pe;52
467;math;48
467;english;68
467;science;62
467;biology;46
467;geography;88
467;history;68
467;lo;57
467;it;93
467;pe;52
468;math;97
468;english;84
468;science;72
468;biology;98
468;geography;97
468;history;49
468;lo;95
468;it;76
468;pe;55
469;math;83
469;english;73
469;science;86
469;biology;88
469;geography;64
469;history;72
469;lo;97
469;it;86
469;pe;75
470;math;79
470;english;48
470;science;41
470;biology;66
470;geography;49
470;history;57
470;lo;99
470;it;94
470;pe;93
471;math;91
471;english;43
471;science;77
471;biology;41
471;geography;99
471;history;76
471;lo;49
471;it;49
471;pe;79
472;math;94
472;english;100
472;science;87
472;biology;74
472;geography;84
472;history;60
472;lo;46
472;it;73
472;pe;47
473;math;87
473;english;55
473;science;69
473;biology;59
473;geography;65
473;history;73
473;lo;83
473;it;83
473;pe;74
474;math;52
474;english;93
474;science;42
474;biology;64
474;geography;95
474;history;65
474;lo;51
474;it;82
474;pe;58
475;math;96
475;english;72
475;science;62
475;biology;98
475;geography;76
475;history;94
475;lo;93
475;it;91
475;pe;61
476;math;75
476;english;87
476;science;50
476;biology;69
476;geography;96
476;history;75
476;lo;92
476;it;74
476;pe;77
477;math;56
477;english;80
477;science;83
477;biology;75
477;geography;46
477;history;79
477;lo;81
477;it;84
477;pe;51
478;math;100
478;english;99
478;science;85
478;biology;100
478;geography;45
478;history;75
478;lo;81
478;it;98
478;pe;88
479;math;78
479;english;44
479;science;55
479;biology;73
479;geography;89
479;history;100
479;lo;72
479;it;93
479;pe;51
480;math;42
480;english;44
480;science;40
480;biology;89
480;geography;98
480;history;68
480;lo;70
480;it;94
480;pe;93
481;math;57
481;english;40
481;science;57
481;biology;84
481;geography;61
481;history;90
481;lo;58
481;it;85
481;pe;47
482;math;70
482;english;100
482;science;50
482;biology;50
482;geography;82
482;history;42
482;lo;61
482;it;50
482;pe;90
483;math;81
483;english;67
